,date,label,"('title', 0)","('title', 1)","('title', 2)","('title', 3)","('title', 4)","('title', 5)","('title', 6)","('title', 7)","('title', 8)","('title', 9)","('title', 10)","('title', 11)","('title', 12)","('title', 13)","('title', 14)","('title', 15)","('title', 16)","('title', 17)","('title', 18)","('title', 19)","('title', 20)","('title', 21)","('title', 22)","('title', 23)","('title', 24)","('title', 25)","('title', 26)","('title', 27)","('title', 28)","('title', 29)","('title', 30)","('title', 31)","('title', 32)","('title', 33)","('title', 34)","('title', 35)","('title', 36)","('title', 37)","('title', 38)","('title', 39)"
933,2018-10-26,0.0,‘주가조작 180억 부당이득’ 40대 구속집행정지 중 도주,동국대 교수가 아들 대학원 입학면접…규정 위반여부 조사 중,포천 잣’에 담긴 은행나무 천년애,‘박사과정 아들 직접 면접’ 동국대 교수…“규정 위반 조사 중”,軍 수송기 1대 내일 새벽 사이판 향발…관광객·교민 괌으로 이송,슈퍼태풍 위투에 사이판 초토화...발 묶인 여행객들,양근서 안산도시공사 사장 고객소통 진행,동국대 교수 아들 대학원 입학 면접…논문 심사 지도까지,서울 중랑천 야생조류 분변서 AI 항원…최종 판정 3∼4일 걸려,인천 민노총 GM 법인분리 저지 총력투쟁…민주당도 책임,독일서 20대 유학생들 성폭력 당했다…한인 성악가 고소, 구포성심병원 박홍근 이사장 부산북구장학회에 장학금 1천만원 기탁,문재인 대통령 국정지지율 하락세…50%대로 떨어져,17만 명 충원 공무원연금 정부 추가부담 21조원 달해,막바지 국감 여야 평양공동선언 비준 등 놓고 격돌,김한길 전 의원 폐암 4기 투병…수술 후 건강 회복 중,이재명 문재인 후보 공격 과했다...비토세력은 가짜 지지층,남북 11개 GP 시범철수 11월 말까지 완료,윤병세 전 장관 위안부 협상 양심 어긋난 행위 없어,윤병세 전 장관 위안부 협상 양심 어긋난 행위 없어,바른미래 특별재판부 두고 내홍조짐…판문점선언 갈등 재연,환노위 고용노동부 국감…野 단기일자리·소득주도성장 맹공종합, 판사를 국회가 지명…사실 왜곡한 ‘특별재판부’ 반대 목청 ,외국인 건보 먹튀 막는다…6개월 이상 체류해야 적용,평양 공동선언 29일 관보에…남북 군사합의서도 내주 중 게재,국감이용주 김흥빈 관사이전 반대직원 부당전보 결정 퇴로 만들어야,강경화 프란치스코 교황 방북 기정사실 아니다,국감홍일표 산자중기위원장 홍종학 장관 다른 부서와 맞짱을 떠서라도…,北 류명선 통합러시아당 최고위원회 의장 면담,부산일보 오늘의 운세 10월 27일 토요일 음 9월 19일,실종 한달만에 숨진 채 발견 80대...사망시점은 7일전 ,백남기 딸 비방 김세의 벌금 700만원…강용석 옥중변론 받겠다,방수형박리디아 ‘양평군 홍보대사’ 됐다,전국 16개 사립유치원 ‘폐원·원아모집 중단’ 안내,부산 일가족 4명 살해 용의자… 사위로 여겼던 딸의 前 남친, 삼진어묵 28일 부산 구덕운동장서 어묵바 1천개 쏜다,동국대 교수가 아들 대학원 입학면접…규정 위반여부 조사 중종합,경기도교육청 원아 모집 중단·폐원 사립유치원 특정감사 실시,김성태 문 대통령에 독설...강공 모드 왜,국감강경화 외교부 강제징용 의견서 철회 검토할 것
934,2018-10-29,1.0,사립유치원 단체 “개혁안 반대”…정부 “단호하게 대응”,이재명 시도지사 회의서 남북지방정부협의회 구성 제안,300스코어보드법사위한 우물 채이배…결자해지 박주민,국감현장 홍영표 우석대 교수경력 놓고 설전…부풀렸다 vs 허위사실,청와대 “임종석 자기정치 손학규 주장에 동의 못 해”,“최순실 수혜자” vs“시정잡배” 연이은 독설에 정국 ‘급랭’,이슈토크 2018 국정감사 결산…성적표는,뉴질랜드 방문 英 마클 왕자비…페미니즘은 공정성 관한 것,국감홍일표 韓 경제 퍼펙트스톰 산업부가 희망 줘야 당부,300스코어보드국방위마지막 국감의 ‘제성호’ 러브콜,테니스계 듣보잡 안민석 지적에 곽용운 회장 제가 잡놈입니까 거세게 항의,교육부 유치원 매매·용도 변경 검토했다가 여론 악화하자 번복  ,고양도시공사 아이디어 현상공모 진행,뉴질랜드 방문 英 마클 왕자비…페미니즘은 공정성 관한 것,“숙명여고 쌍둥이 휴대전화에 답안 일부 저장”…영장 신청 검토,경남에너지 어려운 가정 주거개보수 봉사활동 펼쳐,“서울시 초중고 2021년부터 친환경 무상급식”,이재명 경기지사 피고발인 신분 경찰 조사,이슈 체크 선고 앞둔 ‘강제징용 소송’,오늘의 한 컷 헬멧 녹인 불길 속 아이 구한 소방관,현직 법원장 영장청구 홍수…법원이 검찰을 빅브라더로 만들어,인천 서구 인천대와 손잡고 지역화폐 도입 본격화,경남을 PAV 메카로 전국 유일 콘퍼런스 진주서 열려,홍영표 원내대표 우석대 초빙교수 경력 두고 여야 공방,중부고속도로에 철재 와이어 ‘와르르’…차 12대 피해,양주시 4H’ 김예슬 경기도 4H 경진대회 최우수상,중부내륙고속도로에 철재 와이어 ‘와르르’..차량 12대 피해,하남역사박물관 100개 태극기에 매달 이름표 공모,‘제23차 세계한인경제인대회’ 창원에서 막올라,윤석열 법사위에  임종헌 국감위증 고발요청 공문…與野 부적절종합 ,강경화 폼페이오와 통화…비핵화·남북관계 선순환 강조,국감김현미 외국인도 국내항공사 등기임원 할 수 있어야,인터뷰 박용진 삼성보다 무서운 유치원 건드리다,국감박능후 국민연금기초연금 연계삭감 당분간 유지돼야,국감교통공사 채용비리 공방…김부겸 정부입장 발표종합,강경화폼페이오 통화...비핵화·이란제재 논의,300스코어보드행안위채용비리 공방 속 시간선택제 진전,의정부시 경전철 하부 무단방치 자전거 일제 정비,사이판 공항 폐쇄 닷새만에…고립 한국인 대부분 귀국,국감현장 홍영표 우석대 교수경력 놓고 설전…부풀렸다 vs 허위사실
935,2018-10-30,2.3,정의용·비건 환담,방미숙 하남시의장 “관광콘텐츠 개발 발로 뛴다”,정부 “판단 존중”…일본 “수용 불가”,사법농단 연루 판사 탄핵 시켜야 압박 높이는 민주당,부산 첫 인사검증 평가 정경진 낙마에 민주당 원팀 사실상 무너져,군산·경주부터 지역 경제 행보 본격화...성장은 지역부터 시작,통일부 비건 美특별대표 남북경협 중단 요청 보도…사실 아냐,北중앙방송 中예술인대표단 내달 2일 방북 보도,강남 압구정 한양1차 아파트 13시간 동안 정전,북한단신 北박봉주 김책제철연합기업소 등 시찰,선거 3연패 한국당 서울대 선거평가서 받아보니…,방러 北외무성 부상 러 차관과 회담…김정은 방러 논의 주목종합2보,이용주 의원 이렇게 부자였어 16채 집소유 진실은 아내 생활정보지에 낸 해명성 광고 눈길,“얼룩무늬 군복만 보면 속이 울렁거려요”…5·18 계엄군 성폭력 공동조사단 17건의 성폭행 확인.,북한의 거친 입 리선권 냉면이 목구멍으로 넘어갑니까,김정은의 재구성,방러 北 외무성 부상 러시아 차관과 회담 ,서북도서 北 해안포 포문 폐쇄 포착,선관위 “의원 정수 확대해야”,평양 공동선언 비준 공방 속 때아닌 평양냉면 후폭풍,이틀간 모두 만난 비건...메시지는 비핵화 우선,외교부 비건 남북경협 중단 요구 보도…사실 아냐종합,‘전직 직원 무차별 폭행’ 동영상 공개…충격,서울 압구정 아파트 13시간 정전…1200여 가구 불편,청주서 열차에 치인 20대 남녀 숨져,무협소설 ‘영웅문’ 작가 진융 타계,청주서 20대 추정 남녀 무궁화호에 치여 숨져,폭행 논란 양진호 한국미래기술 회장 인터뷰 거절한 이유 어린 아이들 아빠라서,양진호 회장 직원폭행 논란 영상보니...이 xx야 우스워 무차별 폭행 이어 욕설도,양진호 회장 직원 폭행이어 음란물 유통까지 원샷 수사 받나,사이판 항공권을 잡아라… ‘2018 세종 체력왕 선발대회’,‘PD수첩’ 미친 집값 급등 사태..부동산 폭등의 진짜 이유는,“강제징용 피해자에게 1억씩 배상” 13년 만에 승소,강제징용 판결에 일본 강력 반발…배상금 받을 수 있나,한국유치원총연합회 “집단 행동 없을 것”,유치원 19곳 폐원·휴원…범정부 엄정대처 “세무조사도 검토”,“엄마 죽음은 사회 방관의 결과물”…국감장 나온 유가족 가정폭력 엄벌 호소, 10월 31일 동정 ,5·18 당시 계엄군 성폭력 피해 17건 확인,경남 산청 공장 창고서 불…인명피해 없어
936,2018-10-31,0.1,순천향대에드워드 코리아㈜ 산학협력 협약체결,5·18 계엄군의 만행...산산이 부서진 피해자 가족,여고생 성적 고쳐주고 성관계한 기간제교사 구속,예지원 경남지부 개원 20주년 기념식 및 전통예절 시연식 가져,혼자만의 비밀을 넣어두기 가장 좋은 곳 음악,사립유치원 법인 전환 유도해야...그만 두겠다 반발,레저보트 파도에 전복...승선원 3명 구조,제주 최초 인문지리서 지영록 국가 보물 지정,피란수도 유산 보존 부산 북항 1부두 도로 선형 바꾼다...해수부 부산시 요청 수용,포항해경 전복된 레저보트서 승선원 3명 전원 구조,충북교육청 A사립유치원 폐원 대비 원아수용 대책 발표 ,경복대 체험부스 포천시 진로체험서 인기↑,민심 반영하는 선거제도 바꿔야,지질대장정 동행취재“가을추위 물렀거라”…하루 8시간 도보탐방 강행군,미키마우스 11월 말 서울 온다,서울 전국체전 평양시 참가 어려울 듯,김동규 중부권의장협의회장 정례회의 첫 주재,시흥경찰서 보조금 횡령의혹 어린이집 4곳 수사 ,청계천 밝히는 빛초롱,흉물이 된 빈집 벽화로 꽃단장,문 대통령 내일 시정연설...평화 프로세스·포용국가 협치 시도,한국당 조명균 장관 해임건의안 제출...대치 격화,갈길 바쁜 한국당 또 터진 계파 갈등,서훈 “북 리선권 ‘냉면 발언’ 사실이면 용납할 수 없는 일”,원희룡 지사 “판문점선언 비준 동의 촉구”,문 대통령 모디 총리 멋진 인도 전통의상 선물,시민단체 국방부 앞 퍼포먼스 포토뉴스,靑 김동연 교체 방침 홍남기 등 검증 착수…이르면 11월 발표,한일 영사국장회의 도쿄서 개최,한·미 ‘비핵화 워킹그룹’ 설치…남북협력·대북 제재 조율한다,여야 리선권 ‘냉면 발언‘ 놓고 국정원 국정감사서 설전,이해찬·이낙연·임종석 일요일마다 총리공관서 만찬 회동,국정원 北 영변 핵시설 참관단 방문 대비 움직임 포착,광화문 대통령 시대 위원회 구성 착수…위원장 유홍준 내정,이태호 외교차관 UAE 방문…제3국 원전 공동진출 논의,리선권 냉면 발언 안해…뭘 들고 오셔야지 라고 말해,성금 내주신 분들대한민국재향군인회 ‘추모의 벽’ 건립,南北 11월 1일 부터 적대행위 전면 중지,정경두 美펜타곤 의장대 정식사열…韓국방장관으론 최초,공군 81항공정비창 33년간 전투기 완벽 정비로 무사고 비행
937,2018-11-01,-0.6,아부다비경제개발부 의장 만난 유영민 장관,제1차 한UAE 과학기술 및 ICT 공동위원회,해양경찰청전해노련 간담회 발언하는 조현배 청장,해양경찰청전해노련 간담회,이재명 의혹 기소·불기소 의견 3 대 3…어떻게 정리됐나,응급실 의사 등 폭행 혐의 경찰 간부 체포,오늘의 한 컷 ‘삼성 반도체 직업병’ 피해자 전원보상,평창서 택시가 공사현장 인부 들이받아 1명 사망 1명 중상,유영민 과기정통부 장관 아부다비경제개발부 의장과 기념촬영,양진호 “회사 운영 손 떼겠다”…폭행 피해자는 경찰 고소,한UAE 과학기술·ICT 공동위원회 발언하는 유영민 장관,허성무 창원시장 ‘수소의 날 및 수소산업 특별시’ 선포,제1차 한UAE 과학기술·ICT 공동위원회,위기청소년 지원 방안은,거리상담 현장 찾은 진선미 장관,대법 “양심적 병역거부 처벌 못해”…14년 만에 판례 변경,아파트 층간소음 해결 안됐다고… 주민에 맞은 경비원 의식불명,병역특례 서류조작으로 국가대표 자격 영구 박탈된 장현수 연봉은 얼마,서울역 앞 상수도관 누수로 물바다…3시간가량 교통통제,이슈토크 14년 만에 뒤바뀐 판례…파장은,상수도관 누수로 서울역 물바다…2개차로 막고 교통통제,이재명 형 입원 강제 등 혐의 기소 의견 송치,아부다비경제개발부 의장과 환담하는 유영민 장관,경찰 친형 강제입원 등 3개 혐의로 이재명 기소의견 송치,말로만 처벌 강화…직접 음주운전한 이용주 의원,성남시 주택가서 1살 여아 시신 발견…경찰 수사,위기청소년 지원 방안은,거리상담 현장 찾은 진선미 장관,‘함께 잘사는 나라’…포용 국가 지향,한미 전작권 전환 후에도 주한미군 주둔 합의…매티스 “남북군사합의서 지지”,“다음 주 북미고위급회담”…‘제재영변 카드’ 테이블에 오르나,남북 오늘 0시부터 적대행위 전면 중지,사상 최대 일자리 예산…‘땜질식’ 단기 일자리 비중 정말 높나,北 성폭력 만연 인권 보고서에 적대세력의 날조,성장열매 골고루 돌아가는 사회 OECD 포용적 성장론 일치,北 HRW 성폭력 보고서 비난…적대세력의 날조,적대행위 중단 첫날...포성 사라진 서북도서,중부내륙고속도로 차량 5대 추돌…1명 다쳐,서울역 앞 상수도 누수로 ‘물바다’…차량통행 차질,이재명 강제입원 등 3개 혐의로 기소의견 檢송치
938,2018-11-02,4.7,백가쟁명 대체복무 법안...복무기간 1.5배 2배,양진호 전방위 압수수색…영상 속 피해자 출석 예정,아산무궁화 살리기 위해 청와대 앞에 모인 축구인들…레전드들도 동참,범죄 혐의 있다 이재명 검찰 송치…짜맞추기 반발,해양경찰청 전해노련 간담회 성료,미용 마스크도 라돈 검출…오늘습관은 기준 이하,정글의 법칙 프로야구 넥센SK 중계로 지연 아닌 결방,전해노련 “여수광양항만공사 노사갈등 원만한 해결 촉구”,한동민 10회 끝내기 홈런 SK 1110 넥센 꺾고 한국시리즈 진출…5시간 명승부,거제 살인사건 들끓는 민심…강력 처벌 청원 봇물,한국당 국정원 김정은 3D분석 공개는 금도를 벗어난 것 ,5일부터 한강 하구 남북 공동조사…접경지 기대감, 한국당 “아동수당 100% 지급” 선회…“옛날이야긴 하지 말고” ,아리스포츠컵 국제유소년축구대회 선수단 환송연,아리스포츠컵 국제유소년축구대회 선수단 환송연,간추린 단신 ‘음주운전’ 이용주 원내수석부대표 사퇴…징계 회부 외,김장 교체설...예산 정국 정치권 술렁,축구화 선물하는 문웅 북한 선수단장,원산에서 또 만납시다,출산 2천만 원·아동수당 30만 원…한국당의 변심,날씨 주말 완연한 가을 날씨...큰 일교차엔 주의,러 대법원장 김정은 위원장에 보내는 푸틴 대통령 메시지 전달,거제 묻지 마 살해 엄벌 청와대 청원 20만 넘어,마사회 인천중구센터 재가노인센터 기부금 200만원 쾌척,조명균 북한도 DMZ 활용 외국인 관광상품 개발 추진,평화당 음주운전 이용주 의원 당 윤리심판원 회부,조명균 통일장관 “北 DMZ 활용 관광상품 개발 추진”,남북 NLL 불법조업 선박 정보 교환…10년 만의 합심,해군 순항훈련전단 벨기에 도착…참전 보은·한류 확산 나서,폭행 뒤 가래침 핥아라…양진호 악행 추가 폭로,자막뉴스 남북 군 통신선으로 제3국 불법조업 선박 정보 교환,nan,nan,nan,nan,nan,nan,nan,nan,nan
939,2018-11-05,-0.8,‘음주운전’ 이용주 의원 윤창호 씨 친구에 직접 전화걸어 사과,“협치될까”…쟁점과 전망은,여야정 “민생 엄중…입법·예산 초당적 협력”,평화당 음주운전 이용주 7일 의견듣고 최종 징계수위 결정,김정숙 여사를 환영합니다,인도 러크나우 도착한 김정숙 여사,김정숙 여사를 환영합니다,김정숙 여사 환영 감사합니다,성대한 환영 감사합니다,성대한 환영 감사합니다,친구들이 만든 ‘윤창호법’…정기국회서 통과된다,인도 우타르 프라데시 주 총리 영접 받는 김정숙 여사,음주운전 이용주 윤창호 친구들에 사과,‘파주농어민 대상’ 서영석지성곤이호규김상기이경구,공자위 민간위원장에 박종원,김정숙 여사 성대한 환영 감사합니다,구 노량진시장 전역에 단전·단수…물고기 떼죽음,470.5조 적정 vs 한국 세금중독 지출…예결위 첫심사,인사하는 김정숙 여사,제주도 국제 MICE 행사 유치 ‘쑥쑥’…지난해보다 11.2%↑,안산도시공사 하모니콜 수원 화성행궁 나들이,그래픽 프랑스 마르세유 건물 붕괴사고종합,오늘의 한 컷,이슈 체크 국회서 잠자는 ‘양진호 방지법’,저질 의료·과잉진료 왜 근절 못하나,옛 노량진수산시장 단전단수…상인수협 충돌,부천문화재단 “사람책 만나러 오세요”,‘삼성 불법 파견 은폐’ 의혹  정현옥 前 차관 등 영장 기각,평화당 음주운전 이용주 7일 의견듣고 최종 징계수위 결정,수출담배 국내로 밀수…시세 차익 노린 중국인 검거,조미수 광명시의장“전문성 강화 세미나 마련”,‘요양급여 먹는 하마’ 사무장병원 무더기 적발,에듀윌 공인중개사 정경택 교수 부동산공법은 3단계 접근법으로 공략하세요,파주예술인 ‘만추 문화잔치’ 연다,손 흔들어 인사하는 김정숙 여사,러크나우 공항서 김정숙 여사 환영 나온 시민들,이용주 윤창호 친구에 전화 걸어 사과…윤창호법 통과에 노력,여수서 해양쓰레기 청소선 선장 작업 도중 줄에 맞아 숨져,이용주·손학규 윤창호씨 친구들에 사과…면목없다종합,김정숙 여사 환영 나온 시민들
940,2018-11-06,-0.1,외교부 日지도자들의 국민감정 자극 발언 매우 우려,인천 新교통수단 ‘PAV’ 기술 선점,쌍둥이 딸에게 문제 유출 혐의 숙명여고 前 교무부장 결국 구속,이국종 교수 “헬기로 사고현장 한해 300번 정도 출동한다”,민주당 불법 선거자금 수사...정계 인사로 확대,올 가을 첫 수도권 미세먼지 비상조치… 노후 트럭 몰면 10만원,재생건축 낡은 도시의 부활,영남이공대 수시모집 6일부터 20일까지 진행,김정숙 여사 인도 전통 염원 행사,손바닥 헤나 선보이는 김정숙 여사,‘단전·단수’ 이틀째…옛 노량진 수산시장 충돌로 2명 부상,통영대전고속도로 상행선 화물차 추돌 사고…1명 다쳐,동해서 관광버스 가드레일 들이받아 19명 경상,교회에서 그루밍 성폭력 피해자만 20명 넘어 …해당 목사 필리핀으로 잠적,관광약자 응대 ‘무장애 서비스 매뉴얼’ 제작,중구 ‘어르신 공로수당’ 2019년 전국 첫 신설,7일 서울에서 노후경유차 운행하면 과태료···미세먼지 비상저감조치 발령,일자리 통합 지원 나선 송파구,특별활동비 빼돌린 제주 어린이집 원장…대법 횡령죄 처벌,구로구 청각 약자 위한 웨어러블 기기 보급 나서,임종석 “민주노총·전교조 더이상 사회적 약자 아냐”,생후 6개월 아기 숨 못 쉬게 하고 촬영… ‘아동학대’ 베이비시터 긴급체포,김동연 인사가 언제든 예산 심의는 마무리 짓겠다,디왈리 축제에서 연등 밝히는 김정숙 여사,디왈리 축제에서 손 모아 기도하는 김정숙 여사,디왈리 축제에서 손 모아 기도하는 김정숙 여사,디왈리 축제에서 한국 연등 밝히는 김정숙 여사,외교부 日 지도자 절제되지 않은 언사 심히 유감,김정숙 여사 인도 전통 염원 행사,김정숙 여사 인도 전통 염원 행사,김정숙 여사 인도 전통 염원 행사,인도 디왈리 축제 참석한 김정숙 여사,김정숙 여사 인도 전통 염원 행사,인도 디왈리 축제 참석한 김정숙 여사,인도 디왈리 축제 참석한 김정숙 여사,인도 디왈리 축제 참석한 김정숙 여사,北 최고위급 7명 다음 주 訪南,디왈리 축제에서 손 모아 기도하는 김정숙 여사,디왈리 축제에서 한국 연등 밝히는 김정숙 여사,손바닥 헤나 선보이는 김정숙 여사
941,2018-11-07,0.6,단독 국회 사무처 “판문점선언 비준안 요건 미달”,크렘린궁 北 김정은 위원장 내년에 러시아 방문 기대종합,병사의 돌직구...장군과 다르지 않습니다,미세먼지 ‘최악’…비상저감조치는 ‘우왕좌왕’,文 대통령 “국민연금 개혁안 국민 눈높이 맞지 않아”,스브스뉴스 음주운전 한번 한 사람이 또 하는 이유,조현천 청와대서 수상한 동선 확인…박근혜 참고인 중지,방추위 사거리 40km PAC3 유도탄 미국에서 구매 결정,검찰 “진짜 양심 가리겠다”…병역거부 재판 선고 연기 요청,명동 사격장서 실탄 훔친 일본인 9시간 만에 긴급체포,경찰 명동 사격장서 실탄 훔친 일본인 긴급체포,문짝 열린 채 운전·자전거 고속도 진입…음주운전 백태,이슈 체크 ‘탄력근로제’ 확대 쟁점은,양진호 심야 조사 거부 첫날 조사 4시간 반만에 마무리,오늘의 한 컷 불법체류 단속 중 ‘노동자 사망’ 논란,경복대 호텔관광과 ‘칵테일 경연대회’ 금상은상 수상,인천시 2019년 마을기업 육성사업 공모,형기 만료 앞둔 장시호 구속 취소 청구,초등생 ‘영어 골든벨 대회’,경찰 명동 사격장서 실탄 2발 훔친 일본인 검거 ,부천문화재단 ‘부천형 문예교육’ 공유회 개최,양진호 전격 체포…‘자금 흐름’도 수사,광주서 아파트 2곳 정전…한전 복구중 ,진짜 vs 가짜...일자리 예산 평행선,고양시 공무원노조 ‘사랑의 쌀’ 기부,제주서 숨진 3세 여아 어머니도 시신으로 발견,미국 민주당 8년만에 하원 탈환…공화당은 상원 수성종합2보,김정숙 여사 타지마할 방문...인도 방문 기억 소중히 간직,남북 전염병 정보 교환한다…인적교류 확대 전제조건,김정숙 여사 인도 방문 마무리…동반자 관계 강조한 3박4일,박용진 삼성바이오 고의 분식회계...내부 문건 폭로,“경제위기 아닌 ‘정치적 의사결정’ 위기”,인터뷰하는 영 김 후보,최종구 금융위원장 기업가치 평가 하나의 정답 없어,이진성 전 헌재소장과 악수 포토뉴스,크렘린궁 김정은 방러 내년에 가능할 것,문무를 모두 갖춘 해군이 되자,음주운전 이용주 의원 징계 연기...다음 주 결정,포토 文대통령 북방경제위원장에 위촉장,美연방의원 당선유력 영 김 후보
942,2018-11-08,0.1,은평 옛 기자촌에 국립한국문학관 건립,고창군－전북대학교 평생교육원 연계 평생학습아카데미 수료식,‘여자 컬링’ 팀 킴의 호소  “김경두·김민정 폭언 일삼아”…금전의혹도 제기,동탄 사립유치원 학부모들 처음학교로 당장 도입해야종합,서울 은평구서 아내 흉기로 살해한 60대 긴급체포,전북은행 새만금개발공사 주거래 은행 선정,음주운전 물의 이용주 의원 8일 만에 경찰 출석,컬러 방송 50년…영국 내 7천 가구 여전히 흑백 TV 시청,전남서 빗길 교통사고 잇따라…4명 사상종합,금팔찌 절도 결백 주장 40대 간호조무사 극단적 선택,제15회 동학농민혁명 학술대회 개최,법무법인 화우 FIDIC 표준계약서·해외건설 프로젝트 관련 법적 이슈 세미나 성료,영주새마을금고 흉기강도에 징역 5년 선고,글로벌 경제리더들 ‘서울혁신성장’ 모색,공직선거법 위반 이정훈 강동구청장 구속영장 기각,이혼한 전부인 재혼남 찾아가 둔기 휘두른 50대 검거,文대통령 “경북 신북방정책 거점·4차산업혁명 중심”종합,일본 시마네현 지사 日정부에 독도 영유권 ICJ 단독 제소 요청 ,단독文대통령 이르면 9일 김동연·장하성 동시교체인사...후임은 홍남기·김수현,북미 2차 핵 담판 장기 교착 상태 빠지나 뉴스,文대통령 김동연 교체 결심···靑 이르면 9일 후임 발표   ,단독 북 10월 제네바 비건최선희 실무회담도 연기했었다,교체설 김동연 예결위서 국회에서 또 뵐 거다 나중에,블랙리스트 문화예술인 청와대 면담…대책수립 요구,靑 이르면 9일 김동연 교체…후임에 홍남기 유력,문 대통령 이르면 내일 김동연 부총리 교체...홍남기 유력,민주당 민병두 의원 소방공무원 전용 ‘119보험’ 도입법안 발의 .,경제부총리 홍남기 내정...靑 이르면 오늘 발표,한국당 전원책에 최후통첩...파국 맞나,박상기 특별재판부 설치 법안 위헌 아닌 것으로 검토,정권과 거리 두는 김동연· 靑 교체는 대통령 결심만 남았다,청 김동연 부총리 9일 교체 발표,시간 끌다 경제사령탑 교체 ‘쇄신 효과’ 감소 우려…조기 교체,의정부 탑석센트럴자이 경쟁률 최고 144.63대 1,檢 BMW코리아에 벌금 301억 구형,文대통령 김동연 경질 결심...이르면 9일 발표,문재인 대통령 “한반도 평화 통해 남북러 3각 협력”,김동연 경제부총리 교체 임박…이르면 내일,경찰 폭행·엽기행각 양진호 구속영장 신청,‘김학의 사건’ 피해자 “진상조사단이 2차 가해”… 수사팀 교체 요청
943,2018-11-09,0.6,물 마시는 김병준 비대위원장,동명대 9개 링크플러스사업단 우수사례 공유,노량진 신 시장 입주신청 마감…“절반 가까이 신청”,부고 배우 송강호 부친상,양평군 정부혁신 우수과제 9개 선정,부음 이복례씨 별세,이관희 前오리온재단 이사장 별세,11월10일 개그계 구조조정 ‘살벌하네’ 오래전 ‘이날’,종로 고시원 화재 원장 측 전열기구 몰래 쓴 듯 방 열어보는건 불법,위안부 최초 보도 日기자 우익 언론 상대 손배소 패소,정부 김정은 연내 방한 가능…북미고위급회담도 조만간종합,해촉 전원책 다시 평론가로,한국거래소 성희롱 피해자 조직적 2차 가해에 죽음,십고초려 영입 29일 만에…한국당 전원책 문자 해촉,조희연 “숙명여고 쌍둥이 단호한 조처 필요해”,박상기 법무장관 양진호 범죄수익환수 들여다 볼것,홍남기 기업인과 매주 점심...야전사령관 되겠다,단독 美 도피 중에도 연금 받는 조현천...軍 법 개정 추진,이슈워치王실장된 文복심...경제정책 키 靑으로,팀킴 지켜달라 청원 빗발 감사 착수…김민정 직무 정지,한국당 전원책과 결별...파국으로 끝난 김병준 십고초려,與 적재적소 인사 vs 野 실패한 정책 고집,경제부총리 홍남기·정책실장 김수현...경제 투톱 동시 교체,경제 투톱 한꺼번에 교체한 날 공정 경제 외친 文,이관희 전 오리온재단 이사장 별세,홍남기·김수현 공통점…靑 관계자 일 잘하고 안정감,韓·美 싸잡아서 비난한 北에…美 정권 교체 언급,강화도서 차량 3대 잇따라 추돌…3명 다쳐,한국당 전원책과 결별...파국으로 끝난 김병준 십고초려,인권위 “학교 기숙사 성적으로 입소자 선발하면 차별”,조명균 김정은 방한 본격 준비 안했지만 금세 가능,고구마깎두기 남양주 금곡양정마을 오작교 되다,윤창호 아버지 창호 죽음 헛되지 않도록 윤창호법 통과되길…,시민 합창단 리뎀션 코러스 창단 연주회,경제 투톱 동시에 교체됐다…후임에 홍남기·김수현,잊을 만하면 터지는 화재 사망 사고,서울대 총장후보 오세정·이우일·정근식 3인으로 좁혀져,조희연 “쌍둥이 문제유출 가혹ㆍ단호하게 처벌”,남양주시 지역맞춤형 도시재생 도모,용대리 자연휴양림 오른 숭실대 직원 12명 전원 하산
